観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,8日の最大値(mm),8日の最大値の品質情報,8日の最大値起時（時）(まで),8日の最大値起時（分）(まで),8日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,7日までの観測史上1位の値(mm),7日までの観測史上1位の値の品質情報,7日までの観測史上1位の値の年,7日までの観測史上1位の値の月,7日までの観測史上1位の値の日,7日までの1月の1位の値(mm),7日までの1月の1位の値の品質情報,7日までの1月の1位の値の年,7日までの1月の1位の値の月,7日までの1月の1位の値の日,統計開始年
42261,群馬県,黒保根（クロホネ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,1988,8,23,10.0,8,2002,1,21,1978
42266,群馬県,桐生（キリュウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.0,8,2003,8,8,13.0,8,2002,1,21,1976
42286,群馬県,上里見（カミサトミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.0,8,1987,7,15,10.0,8,2002,1,21,1976
42302,群馬県,伊勢崎（イセサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,2001,8,10,13.0,8,2002,1,21,1998
42326,群馬県,西野牧（ニシノマキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.0,8,2014,6,9,8.0,8,2002,1,21,1976
42341,群馬県,藤岡（フジオカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2024,9,9,14.0,8,2002,1,21,1976
42366,群馬県,館林（タテバヤシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.0,8,2025,7,10,16.0,8,2002,1,21,1976
42396,群馬県,神流（カンナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.0,8,2025,8,24,9.0,8,2020,1,29,1977
43051,埼玉県,寄居（ヨリイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,103.0,8,2005,8,12,13.0,8,2002,1,21,1976
43056,埼玉県,熊谷（クマガヤ）,47626.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.5,8,1943,9,3,27.5,8,1970,1,31,1915
43091,埼玉県,上吉田（カミヨシダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.0,8,2020,7,22,8.0,8,2016,1,18,1977
43121,埼玉県,鴻巣（コウノス）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.0,8,1995,8,6,17.0,8,2002,1,21,1976
43126,埼玉県,久喜（クキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,2020,9,4,22.5,8,2020,1,29,1976
43151,埼玉県,三峰（ミツミネ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,1981,7,18,12.0,8,2002,1,21,1976
43156,埼玉県,秩父（チチブ）,47641.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,1947,9,15,13.5,8,1970,1,31,1926
43157,埼玉県,浦山（ウラヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.5,8,2020,9,5,14.0,8,2002,1,21,1977
43162,埼玉県,ときがわ（トキガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.0,8,2025,7,10,16.0,8,2002,1,21,2000
43171,埼玉県,鳩山（ハトヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,111.0,8,2022,7,12,13.5,8,2009,1,31,1977
43231,埼玉県,飯能（ハンノウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,1988,8,31,15.0,8,2002,1,21,1976
43241,埼玉県,さいたま（サイタマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.5,8,2011,8,19,16.0,8,2002,1,21,1976
43256,埼玉県,越谷（コシガヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,80.5,8,2020,8,12,16.0,8,2020,1,29,1976
43266,埼玉県,所沢（トコロザワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.5,8,2025,7,5,13.0,8,2002,1,21,1976
44046,東京都,小河内（オゴウチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,1991,8,20,16.0,8,2002,1,21,1976
44051,東京都,小沢（オザワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,1991,8,1,12.0,8,2002,1,21,1977
44056,東京都,青梅（オウメ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,107.5,8,2016,8,22,15.0,8,2002,1,21,1976
44071,東京都,練馬（ネリマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.5,8,2018,8,27,12.0,8,2015,1,15,2012
44112,東京都,八王子（ハチオウジ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,63.0,8,2008,8,29,22.0,8,2002,1,21,1976
44116,東京都,府中（フチュウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.0,8,2019,9,3,13.5,8,2009,1,31,1976
44126,東京都,世田谷（セタガヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,92.0,8,2025,9,11,16.0,8,2009,1,31,1976
44132,東京都,東京（トウキョウ）,47662.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.7,8,1939,7,31,22.0,8,1906,1,11,1886
44136,東京都,江戸川臨海（エドガワリンカイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.0,8,2000,7,4,16.0,8,1989,1,20,1976
44166,東京都,羽田（ハネダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.5,8,2025,9,11,22.0,8,2002,1,21,1976
44172,東京都,大島（オオシマ）,47675.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,122.5,8,2013,10,16,56.7,8,1943,1,23,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.0,8,2022,8,13,40.0,8,2006,1,14,2003
44191,東京都,利島（トシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.0,8,2015,7,3,25.5,8,2020,1,23,2014
44207,東京都,新島（ニイジマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.5,8,2021,7,1,33.5,8,2015,1,15,2003
44216,東京都,神津島（コウヅシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.5,8,2022,8,13,34.5,8,2024,1,21,2003
44226,東京都,三宅島（ミヤケジマ）,47677.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,122.0,8,2023,9,8,56.4,8,1962,1,1,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,123.5,8,2023,9,8,45.5,8,2012,1,21,2000
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.0,8,2003,9,22,22.5,8,2021,1,27,2003
44263,東京都,八丈島（ハチジョウジマ）,47678.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,129.5,8,1999,9,4,67.0,8,1998,1,1,1937
44281,東京都,青ヶ島（アオガシマ）,,2026,1,8,16,0,0.0,8,1.5,4,15.0,37.0,4.0,,,145.0,8,2022,10,14,25.5,8,2025,1,6,2014
44301,東京都,父島（チチジマ）,47971.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.0,8,2015,9,19,44.5,8,1979,1,31,1970
44316,東京都,母島（ハハジマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,126.0,8,2023,10,18,24.5,8,2012,1,25,2007
45061,千葉県,我孫子（アビコ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,53.5,8,2016,7,20,28.5,8,2020,1,29,2010
45081,千葉県,香取（カトリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,153.0,8,1999,10,27,41.0,8,2006,1,14,1999
45086,千葉県,東庄（トウノショウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.5,8,2014,8,10,24.0,8,2006,1,14,1976
45106,千葉県,船橋（フナバシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,58.5,8,2013,10,16,21.0,8,2020,1,29,1999
45116,千葉県,佐倉（サクラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.5,8,2015,6,23,29.0,8,2006,1,14,1976
45121,千葉県,成田（ナリタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.0,8,2008,8,5,38.0,8,2006,1,14,1976
45148,千葉県,銚子（チョウシ）,47648.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,140.0,8,1947,8,28,59.5,8,2005,1,16,1912
45181,千葉県,横芝光（ヨコシバヒカリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.0,8,1999,10,27,39.0,8,2006,1,14,1976
45212,千葉県,千葉（チバ）,47682.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,1975,10,5,38.0,8,2002,1,21,1966
45261,千葉県,茂原（モバラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2023,9,8,40.0,8,2002,1,21,1976
45282,千葉県,木更津（キサラヅ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,56.5,8,2016,7,14,28.0,8,2009,1,31,2006
45291,千葉県,牛久（ウシク）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.5,8,2011,8,26,33.0,8,2006,1,14,1978
45326,千葉県,坂畑（サカハタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.0,8,2006,4,12,49.0,8,2006,1,14,1978
45331,千葉県,大多喜（オオタキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,109.5,8,2023,9,8,55.0,8,2002,1,21,1976
45346,千葉県,鋸南（キョナン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,1989,8,1,42.0,8,2006,1,14,1976
45361,千葉県,鴨川（カモガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.5,8,2019,10,25,42.0,8,2002,1,27,1976
45371,千葉県,勝浦（カツウラ）,47674.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,122.0,8,1971,9,8,47.0,8,2006,1,14,1940
45401,千葉県,館山（タテヤマ）,47672.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.5,8,1972,9,15,40.5,8,2002,1,27,1968
46001,神奈川県,相模湖（サガミコ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.5,8,2019,10,12,33.0,8,2002,1,21,1976
46046,神奈川県,相模原中央（サガミハラチュウオウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.5,8,2011,8,26,21.0,8,2002,1,21,1976
46061,神奈川県,日吉（ヒヨシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.0,8,2025,7,10,23.0,8,2002,1,21,1976
46076,神奈川県,丹沢湖（タンザワコ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,104.5,8,2021,8,15,23.0,8,2018,1,17,1976
46091,神奈川県,海老名（エビナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,102.0,8,2013,4,6,13.5,8,2009,1,31,1976
46106,神奈川県,横浜（ヨコハマ）,47670.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,92.0,8,1998,7,30,26.5,8,2002,1,21,1937
46136,神奈川県,平塚（ヒラツカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.0,8,2014,10,6,17.0,8,1989,1,20,1976
46141,神奈川県,辻堂（ツジドウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.0,8,2003,5,31,20.0,8,2002,1,21,1992
46161,神奈川県,箱根（ハコネ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.0,8,2004,8,17,34.0,8,1989,1,20,1976
46166,神奈川県,小田原（オダワラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.5,8,2010,9,8,23.0,8,2009,1,31,1976
46211,神奈川県,三浦（ミウラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,2017,9,28,33.0,8,2006,1,14,1976
48031,長野県,野沢温泉（ノザワオンセン）,,2026,1,8,16,0,1.0,8,3.0,4,9.0,4.0,4.0,,,54.5,8,2014,8,2,11.0,8,2002,1,21,1976
48061,長野県,信濃町（シナノマチ）,,2026,1,8,16,0,0.5,8,1.0,4,9.0,58.0,4.0,,,49.0,8,1999,7,16,8.0,8,2002,1,21,1976
48066,長野県,飯山（イイヤマ）,,2026,1,8,16,0,1.0,8,2.0,4,8.0,55.0,4.0,,,61.5,8,2012,8,17,14.0,8,2010,1,1,1976
48097,長野県,小谷（オタリ）,,2026,1,8,16,0,1.0,8,3.5,4,9.0,44.0,4.0,,,48.0,8,1995,7,11,11.5,8,2017,1,21,1983
48141,長野県,白馬（ハクバ）,,2026,1,8,16,0,0.5,8,1.5,4,7.0,1.0,4.0,,,68.5,8,2022,8,6,10.0,8,2002,1,21,1976
48146,長野県,鬼無里（キナサ）,,2026,1,8,16,0,0.0,8,2.0,4,9.0,56.0,4.0,,,81.5,8,2017,8,11,15.0,8,1998,1,15,1977
48156,長野県,長野（ナガノ）,47610.0,2026,1,8,16,0,0.0,8,1.0,4,9.0,3.0,4.0,,,63.0,8,1933,8,13,10.5,8,1970,1,31,1903
48172,長野県,笠岳（カサダケ）,,2026,1,8,16,0,0.0,8,3.0,4,9.0,41.0,4.0,,,68.5,8,2016,8,18,8.0,8,2003,1,27,1979
48191,長野県,大町（オオマチ）,,2026,1,8,16,0,0.0,8,0.5,4,15.0,24.0,4.0,,,54.0,8,2016,8,1,11.0,8,2002,1,21,1976
48196,長野県,信州新町（シンシュウシンマチ）,,2026,1,8,16,0,0.0,8,1.0,4,10.0,37.0,4.0,,,57.0,8,2002,8,4,9.0,8,2006,1,14,1976
48216,長野県,菅平（スガダイラ）,,2026,1,8,16,0,0.0,8,4.5,4,10.0,1.0,4.0,,,85.0,8,1989,7,17,9.0,8,2005,1,1,1976
48247,長野県,聖高原（ヒジリコウゲン）,,2026,1,8,16,0,1.0,8,3.0,4,10.0,53.0,4.0,,,72.5,8,2024,8,24,10.0,8,2002,1,21,1979
48256,長野県,上田（ウエダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,57.0,8,2010,8,2,7.0,8,2002,1,21,1976
48296,長野県,穂高（ホタカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.5,8,2023,8,19,11.0,8,2002,1,21,1976
48321,長野県,東御（トウミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.0,8,2003,9,11,9.0,8,2002,1,21,1976
48331,長野県,軽井沢（カルイザワ）,47622.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.4,8,1960,8,2,10.5,8,2002,1,21,1931
48346,長野県,上高地（カミコウチ）,,2026,1,8,16,0,0.0,8,1.5,4,4.0,4.0,4.0,,,56.0,8,1979,8,22,12.0,8,2002,1,21,1976
48361,長野県,松本（マツモト）,47618.0,2026,1,8,16,0,0.0,8,2.0,4,11.0,31.0,4.0,,,59.0,8,1981,7,18,12.0,8,2002,1,21,1936
48363,長野県,松本今井（マツモトイマイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,90.0,8,2024,8,14,7.0,8,2003,1,27,2003
48371,長野県,鹿教湯（カケユ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.5,8,2023,8,1,14.0,8,2005,1,16,1976
48381,長野県,立科（タテシナ）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,37.0,4.0,,,62.0,8,2010,8,25,9.0,8,2002,1,21,1978
48386,長野県,佐久（サク）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,30.0,4.0,,,57.0,8,1978,7,7,8.0,8,1989,1,20,1976
48436,長野県,白樺湖（シラカバコ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.5,8,2018,8,10,7.5,8,2020,1,8,2004
48466,長野県,奈川（ナガワ）,,2026,1,8,16,0,0.0,8,1.0,4,10.0,37.0,4.0,,,45.0,8,2023,8,19,11.0,8,2002,1,21,1978
48491,長野県,諏訪（スワ）,47620.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.5,8,2013,8,15,11.5,8,1989,1,20,1947
48516,長野県,北相木（キタアイキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,58.0,8,2024,8,14,5.5,8,2015,1,15,2004
48531,長野県,開田高原（カイダコウゲン）,,2026,1,8,16,0,0.0,8,1.0,4,11.0,4.0,4.0,,,46.5,8,2018,6,28,13.0,8,2002,1,21,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2026,1,8,16,0,0.0,8,1.0,4,10.0,44.0,4.0,,,51.5,8,2023,8,19,7.5,8,2020,1,8,2019
48546,長野県,辰野（タツノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,70.5,8,2012,8,6,14.0,8,2002,1,21,1978
48556,長野県,高遠（タカトオ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,53.5,8,2019,7,31,7.5,8,2020,1,8,2004
48561,長野県,原村（ハラムラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,51.0,8,2012,7,20,9.0,8,2002,1,21,1976
48571,長野県,野辺山（ノベヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.0,8,1987,8,19,10.0,8,2002,1,21,1976
48601,長野県,御嶽山（オンタケサン）,,2026,1,8,16,0,0.0,8,1.0,4,12.0,22.0,4.0,,,54.5,8,2018,8,16,13.0,8,2003,1,27,1976
48606,長野県,木曽福島（キソフクシマ）,,2026,1,8,16,0,0.0,8,0.5,4,12.0,8.0,4.0,,,56.0,8,1978,7,21,13.0,8,2002,1,21,1976
48621,長野県,伊那（イナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,54.0,8,2000,8,17,10.0,8,2003,1,27,1993
48681,長野県,宮田高原（ミヤダコウゲン）,,2026,1,8,16,0,0.0,8,0.5,4,15.0,37.0,4.0,,,58.0,8,1988,6,26,12.0,8,1996,1,16,1976
48691,長野県,杉島（スギシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,52.0,8,1993,9,2,11.0,8,1995,1,4,1983
48716,長野県,須原（スハラ）,,2026,1,8,16,0,0.0,8,0.5,4,7.0,16.0,4.0,,,56.0,8,2014,6,8,12.0,8,2001,1,10,1976
48717,長野県,南木曽（ナギソ）,,2026,1,8,16,0,0.0,8,1.0,4,7.0,8.0,4.0,,,89.0,8,2004,9,4,12.5,8,2010,1,28,1976
48731,長野県,飯島（イイジマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,51.0,8,1998,9,21,14.0,8,2001,1,27,1976
48737,長野県,大鹿（オオシカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,47.0,8,2025,8,24,12.0,8,1987,1,24,1983
48767,長野県,飯田（イイダ）,47637.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.7,8,1960,8,5,12.0,8,2002,1,21,1929
48826,長野県,浪合（ナミアイ）,,2026,1,8,16,0,0.0,8,0.5,4,10.0,50.0,4.0,,,73.5,8,2013,9,16,17.0,8,2002,1,21,1978
48836,長野県,阿南（アナン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,57.0,8,2020,7,25,15.0,8,2002,1,21,1978
48841,長野県,南信濃（ミナミシナノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.0,8,2007,7,30,12.0,8,2003,1,27,1978
49036,山梨県,大泉（オオイズミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,63.5,8,2022,7,28,8.5,8,2016,1,18,1976
49052,山梨県,乙女湖（オトメコ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,53.0,8,2011,8,9,10.0,8,2009,1,31,2008
49086,山梨県,韮崎（ニラサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.5,8,2024,8,7,10.0,8,2006,1,14,1976
49142,山梨県,甲府（コウフ）,47638.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2004,8,7,16.4,8,1949,1,1,1937
49151,山梨県,勝沼（カツヌマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.0,8,2023,9,15,9.0,8,2025,1,6,1976
49161,山梨県,大月（オオツキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,2017,8,7,16.0,8,2002,1,21,1976
49172,山梨県,上野原（ウエノハラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,61.0,8,2020,9,6,9.5,8,2020,1,8,2015
49187,山梨県,富士川（フジカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,49.5,8,2022,7,28,12.5,8,2015,1,15,2013
49196,山梨県,古関（フルセキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.0,8,1998,8,27,14.0,8,2002,1,21,1976
49236,山梨県,切石（キリイシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,1990,9,20,19.0,8,2002,1,21,1977
49251,山梨県,河口湖（カワグチコ）,47640.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,82.8,8,1966,9,25,19.0,8,2002,1,21,1937
49256,山梨県,山中（ヤマナカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,2011,9,1,26.0,8,2002,1,21,1976
49316,山梨県,南部（ナンブ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,1991,9,19,32.0,8,2002,1,21,1976
50056,静岡県,白糸（シライト）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.5,8,2011,9,21,30.0,8,2002,1,21,1976
50106,静岡県,井川（イカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,1998,8,27,23.0,8,2002,1,21,1978
50112,静岡県,有東木（ウトウギ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.0,8,2024,11,2,8.5,8,2024,1,21,2020
50136,静岡県,御殿場（ゴテンバ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.0,8,1999,11,1,36.0,8,2018,1,17,1976
50196,静岡県,富士（フジ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,112.5,8,2008,7,4,48.0,8,2003,1,27,1976
50206,静岡県,三島（ミシマ）,47657.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.5,8,1989,7,29,42.5,8,1989,1,20,1930
50226,静岡県,佐久間（サクマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.0,8,1991,9,19,21.0,8,2002,1,21,1976
50232,静岡県,春野（ハルノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.0,8,2022,9,23,19.5,8,2018,1,17,2016
50241,静岡県,川根本町（カワネホンチョウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.5,8,2022,9,24,26.0,8,2003,1,27,1976
50247,静岡県,鍵穴（カギアナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.0,8,2022,9,24,34.0,8,2002,1,21,1991
50261,静岡県,清水（シミズ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,102.0,8,2004,9,4,23.0,8,2003,1,27,1978
50281,静岡県,網代（アジロ）,47668.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.5,8,2025,9,5,35.0,8,1970,1,31,1937
50296,静岡県,熊（クマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,92.0,8,1978,9,30,26.5,8,2018,1,17,1976
50317,静岡県,高根山（タカネサン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.5,8,2022,9,24,24.0,8,2018,1,17,2009
50331,静岡県,静岡（シズオカ）,47656.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,113.0,8,2003,7,4,34.0,8,1973,1,25,1940
50371,静岡県,三ヶ日（ミッカビ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.0,8,1998,8,27,22.5,8,2018,1,17,1976
50386,静岡県,天竜（テンリュウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,112.0,8,2025,8,16,29.0,8,2018,1,17,1976
50391,静岡県,三倉（ミクラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,1988,9,11,26.0,8,1994,1,17,1982
50416,静岡県,土肥（トイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,129.0,8,2003,7,4,39.0,8,2021,1,27,1990
50426,静岡県,湯ケ島（ユガシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.0,8,2003,7,4,26.0,8,2002,1,21,1976
50427,静岡県,天城山（アマギサン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,109.0,8,2019,9,9,34.0,4,1998,1,15,1976
50456,静岡県,浜松（ハママツ）,47654.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.5,8,1982,11,30,25.5,8,1989,1,20,1933
50466,静岡県,掛川（カケガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.0,8,2025,9,5,24.0,8,2021,1,27,1976
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,127.0,8,2025,9,5,24.0,8,2003,1,27,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,113.0,8,2025,9,5,19.0,8,2015,1,6,2009
50491,静岡県,松崎（マツザキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,1992,7,14,22.0,8,1995,1,4,1976
50506,静岡県,稲取（イナトリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,88.0,8,2004,9,4,31.0,8,1979,1,18,1976
50536,静岡県,磐田（イワタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,95.5,8,2022,9,2,23.0,8,2021,1,27,1978
50551,静岡県,御前崎（オマエザキ）,47655.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.0,8,2004,10,9,35.0,8,2009,1,31,1932
50561,静岡県,石廊崎（イロウザキ）,47666.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,109.5,8,1970,9,29,45.0,8,2006,1,14,1939
51011,愛知県,一宮（イチノミヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,120.0,8,2008,8,28,13.0,8,2006,1,14,1976
51031,愛知県,愛西（アイサイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.0,8,1988,9,20,17.0,8,2002,1,21,1979
51056,愛知県,小原（オバラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.0,8,2013,9,16,22.0,8,2002,1,21,1977
51071,愛知県,稲武（イナブ）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,26.0,4.0,,,70.0,8,2000,9,12,23.0,8,2002,1,21,1976
51077,愛知県,茶臼山（チャウスヤマ）,,2026,1,8,16,0,0.0,8,1.5,4,11.0,37.0,4.0,,,73.5,8,2018,9,4,14.0,8,2020,1,8,2006
51096,愛知県,蟹江（カニエ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2000,9,11,15.0,8,2002,1,21,1976
51106,愛知県,名古屋（ナゴヤ）,47636.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,97.0,8,2000,9,11,17.5,8,2002,1,21,1890
51116,愛知県,豊田（トヨタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,63.5,8,2017,8,11,16.0,8,2002,1,21,1976
51192,愛知県,阿蔵（アゾウ）,,2026,1,8,16,0,0.0,8,0.5,4,10.0,39.0,4.0,,,65.5,8,2012,6,19,12.5,8,2009,1,31,2006
51216,愛知県,大府（オオブ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,55.0,8,2013,8,6,12.0,8,2015,1,15,2012
