観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,8日の最大値(mm),8日の最大値の品質情報,8日の最大値起時（時）(まで),8日の最大値起時（分）(まで),8日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,7日までの観測史上1位の値(mm),7日までの観測史上1位の値の品質情報,7日までの観測史上1位の値の年,7日までの観測史上1位の値の月,7日までの観測史上1位の値の日,7日までの1月の1位の値(mm),7日までの1月の1位の値の品質情報,7日までの1月の1位の値の年,7日までの1月の1位の値の月,7日までの1月の1位の値の日,統計開始年
51226,愛知県,岡崎（オカザキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,146.5,8,2008,8,29,26.0,8,2002,1,21,1976
51241,愛知県,作手（ツクデ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,66.5,8,2023,6,2,31.0,8,2003,1,27,1976
51247,愛知県,新城（シンシロ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.5,8,2021,6,17,16.5,8,2018,1,17,2002
51261,愛知県,セントレア（セントレア）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,50.0,8,2022,7,10,18.0,8,2009,1,31,2005
51271,愛知県,一色（イッシキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,2012,9,11,19.0,8,2003,1,27,1976
51281,愛知県,蒲郡（ガマゴオリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.5,8,2008,8,29,25.0,8,2003,1,27,1979
51311,愛知県,南知多（ミナミチタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,90.0,8,1976,9,12,33.0,8,2002,1,21,1976
51331,愛知県,豊橋（トヨハシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.0,8,2008,8,28,17.0,8,2018,1,17,2005
51346,愛知県,伊良湖（イラコ）,47653.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.8,8,1962,7,2,30.5,8,2001,1,8,1948
51356,愛知県,田原（タハラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,80.0,8,1997,10,6,38.0,8,2001,1,8,1976
52041,岐阜県,河合（カワイ）,,2026,1,8,16,0,1.0,8,2.5,4,9.0,20.0,4.0,,,51.0,8,1983,8,9,10.0,8,2002,1,21,1978
52051,岐阜県,神岡（カミオカ）,,2026,1,8,16,0,0.5,8,1.5,4,9.0,53.0,4.0,,,57.0,8,1998,9,22,12.0,8,2002,1,21,1978
52081,岐阜県,白川（シラカワ）,,2026,1,8,16,0,0.0,8,4.0,4,8.0,28.0,4.0,,,58.0,8,2013,8,23,15.0,8,2002,1,21,1978
52111,岐阜県,栃尾（トチオ）,,2026,1,8,16,0,0.0,8,0.5,4,10.0,8.0,4.0,,,71.0,8,2006,8,17,10.0,8,2006,1,14,1976
52131,岐阜県,御母衣（ミボロ）,,2026,1,8,16,0,0.0,8,2.0,4,8.0,17.0,4.0,,,52.0,8,1987,7,17,17.0,8,2020,1,8,1982
52137,岐阜県,清見（キヨミ）,,2026,1,8,16,0,0.0,8,1.5,4,8.0,53.0,4.0,,,54.5,8,2024,8,13,14.0,8,1997,1,2,1990
52146,岐阜県,高山（タカヤマ）,47617.0,2026,1,8,16,0,0.0,8,0.5,4,13.0,52.0,4.0,,,62.0,8,2018,7,4,10.0,8,2002,1,21,1914
52152,岐阜県,丹生川（ニュウカワ）,,2026,1,8,16,0,0.0,8,1.0,4,9.0,55.0,4.0,,,58.0,8,2010,7,1,11.0,8,2002,1,21,1990
52173,岐阜県,ひるがの（ヒルガノ）,,2026,1,8,16,0,0.0,8,3.5,4,3.0,9.0,4.0,,,90.0,8,1999,9,15,23.0,8,2000,1,7,1990
52181,岐阜県,六厩（ムマヤ）,,2026,1,8,16,0,0.0,8,1.0,4,3.0,27.0,4.0,,,73.0,8,2008,8,28,23.5,8,2009,1,31,1978
52192,岐阜県,船山（フナヤマ）,,2026,1,8,16,0,0.0,8,1.5,4,10.0,12.0,4.0,,,60.0,8,2004,10,20,11.0,8,2020,1,8,2002
52196,岐阜県,宮之前（ミヤノマエ）,,2026,1,8,16,0,0.5,8,2.0,4,11.0,57.0,4.0,,,65.5,8,2020,7,8,15.5,8,2009,1,31,1978
52221,岐阜県,長滝（ナガタキ）,,2026,1,8,16,0,0.0,8,3.0,4,4.0,13.0,4.0,,,73.0,8,1999,9,15,15.0,8,1991,1,6,1978
52286,岐阜県,萩原（ハギワラ）,,2026,1,8,16,0,0.0,8,0.5,4,3.0,58.0,4.0,,,72.0,8,2019,9,3,12.0,8,2020,1,8,1976
52321,岐阜県,関市板取（セキシイタドリ）,,2026,1,8,16,0,0.0,8,1.0,4,5.0,56.0,4.0,,,74.0,8,2022,7,28,12.0,8,2024,1,21,2006
52331,岐阜県,八幡（ハチマン）,,2026,1,8,16,0,0.0,8,1.0,4,5.0,9.0,4.0,,,95.0,8,1987,8,8,12.0,8,2002,1,21,1976
52346,岐阜県,宮地（ミヤジ）,,2026,1,8,16,0,0.0,8,0.5,4,6.0,13.0,4.0,,,88.0,8,2008,7,3,12.0,8,1989,1,20,1976
52381,岐阜県,樽見（タルミ）,,2026,1,8,16,0,0.0,8,2.5,4,5.0,37.0,4.0,,,98.0,8,1986,8,22,15.0,8,2002,1,21,1976
52406,岐阜県,金山（カナヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,108.0,8,2018,7,8,12.0,8,2020,1,8,1976
52421,岐阜県,付知（ツケチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.0,8,2013,9,23,12.0,8,2020,1,8,1982
52461,岐阜県,美濃（ミノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.0,8,2020,8,11,11.0,8,2006,1,14,1976
52476,岐阜県,伽藍（ガラン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,2007,9,23,15.0,8,2002,1,21,1976
52482,岐阜県,黒川（クロカワ）,,2026,1,8,16,0,0.0,8,0.5,4,14.0,13.0,4.0,,,70.5,8,2025,9,12,14.0,8,2020,1,8,1998
52511,岐阜県,揖斐川（イビガワ）,,2026,1,8,16,0,0.0,8,2.0,4,6.0,53.0,4.0,,,96.0,8,2002,7,10,16.0,8,2002,1,21,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.5,8,2017,7,14,13.0,8,2006,1,14,1976
52556,岐阜県,恵那（エナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.0,8,2005,8,5,17.0,8,2002,1,21,1976
52557,岐阜県,中津川（ナカツガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,60.0,4,2021,7,19,8.5,8,2020,1,8,2010
52571,岐阜県,関ケ原（セキガハラ）,,2026,1,8,16,0,0.0,8,2.0,4,8.0,6.0,4.0,,,91.0,8,2002,7,9,14.0,8,2009,1,31,1976
52581,岐阜県,大垣（オオガキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,108.5,8,2013,9,4,18.0,8,2002,1,21,1976
52586,岐阜県,岐阜（ギフ）,47632.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.6,8,1914,7,24,17.8,8,1950,1,31,1903
52606,岐阜県,多治見（タジミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.5,8,2010,7,15,21.0,8,2002,1,21,1976
52642,岐阜県,上石津（カミイシヅ）,,2026,1,8,16,0,0.0,8,1.5,4,12.0,6.0,4.0,,,68.0,8,2025,6,25,8.5,8,2024,1,21,2016
53016,三重県,北勢（ホクセイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.0,8,1976,9,11,20.0,8,2002,1,21,1976
53041,三重県,桑名（クワナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,90.0,8,2022,9,3,13.0,8,2003,1,27,1976
53061,三重県,四日市（ヨッカイチ）,47684.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,123.5,8,2025,9,12,21.0,8,1998,1,18,1966
53091,三重県,亀山（カメヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.0,8,2004,9,24,24.0,8,2002,1,21,1976
53112,三重県,上野（ウエノ）,47649.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.2,8,1953,8,14,10.9,8,1959,1,29,1937
53121,三重県,笠取山（カサトリヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.5,8,2021,7,12,12.0,8,2009,1,30,1976
53133,三重県,津（ツ）,47651.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,118.0,8,1999,9,4,26.0,8,1970,1,30,1916
53141,三重県,名張（ナバリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.0,8,2018,7,29,10.0,8,2015,1,15,1976
53151,三重県,白山（ハクサン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,89.0,8,1993,9,9,32.0,8,2009,1,30,1979
53196,三重県,小俣（オバタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,97.0,8,1999,6,29,55.5,8,2009,1,31,1976
53231,三重県,粥見（カユミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,2015,8,25,35.5,8,2009,1,30,1976
53257,三重県,鳥羽（トバ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,103.0,8,1982,8,3,51.0,8,2009,1,31,1977
53287,三重県,藤坂峠（フジサカトウゲ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,127.0,8,1997,9,6,37.0,8,2003,1,27,1976
53296,三重県,南伊勢（ミナミイセ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,2018,7,29,74.0,8,2009,1,31,1978
53307,三重県,阿児（アゴ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,2019,10,19,30.5,8,2009,1,31,1982
53321,三重県,宮川（ミヤガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,139.0,4,2004,9,29,34.0,8,2002,1,21,1978
53326,三重県,紀伊長島（キイナガシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,96.0,8,2021,9,26,43.5,8,2009,1,30,1979
53378,三重県,尾鷲（オワセ）,47663.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,139.0,8,1972,9,14,52.0,8,1970,1,30,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,101.5,8,2011,9,4,58.0,8,2002,1,21,2001
53416,三重県,御浜（ミハマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,110.0,8,2002,9,27,38.0,8,2002,1,21,1985
54012,新潟県,粟島（アワシマ）,,2026,1,8,16,0,0.0,8,1.5,4,1.0,41.0,4.0,,,79.0,8,2022,8,3,11.0,8,2024,1,14,1976
54041,新潟県,弾崎（ハジキザキ）,,2026,1,8,16,0,0.0,8,1.5,4,0.0,33.0,4.0,,,64.0,8,2014,7,9,13.5,8,2010,1,21,1978
54056,新潟県,高根（タカネ）,,2026,1,8,16,0,0.0,8,6.5,4,1.0,6.0,4.0,,,75.5,8,2025,9,17,13.0,8,1980,1,6,1978
54086,新潟県,村上（ムラカミ）,,2026,1,8,16,0,0.0,8,2.0,4,8.0,15.0,4.0,,,63.0,8,2004,7,17,13.0,8,2007,1,8,1976
54097,新潟県,三面（ミオモテ）,,2026,1,8,16,0,0.0,8,5.0,4,2.0,28.0,4.0,,,94.5,8,2022,8,3,10.0,8,2010,1,6,1981
54157,新潟県,相川（アイカワ）,47602.0,2026,1,8,16,0,0.5,8,2.0,4,6.0,0.0,4.0,,,79.8,8,1961,8,4,14.4,8,1936,1,25,1925
54166,新潟県,両津（リョウツ）,,2026,1,8,16,0,1.5,8,2.5,4,7.0,38.0,4.0,,,51.0,8,1998,8,4,11.0,8,2006,1,10,1976
54181,新潟県,中条（ナカジョウ）,,2026,1,8,16,0,0.0,8,5.0,4,0.0,25.0,4.0,,,92.0,8,2022,8,4,13.0,8,2008,1,5,1978
54191,新潟県,下関（シモセキ）,,2026,1,8,16,0,0.0,8,6.5,4,3.0,31.0,4.0,,,149.0,8,2022,8,4,13.0,8,1996,1,3,1976
54232,新潟県,新潟（ニイガタ）,47604.0,2026,1,8,16,0,0.0,8,6.5,4,0.0,26.0,4.0,,,97.0,8,1998,8,4,18.0,8,2002,1,11,1914
54236,新潟県,松浜（マツハマ）,,2026,1,8,16,0,0.0,8,8.0,4,0.0,3.0,4.0,,,63.5,8,2025,9,8,18.0,8,2008,1,5,2003
54271,新潟県,羽茂（ハモチ）,,2026,1,8,16,0,0.0,8,2.0,4,1.0,5.0,4.0,,,74.0,8,1979,7,28,13.0,8,2016,1,3,1976
54296,新潟県,新津（ニイツ）,,2026,1,8,16,0,0.0,8,4.5,4,3.0,3.0,4.0,,,44.0,8,1998,8,4,12.0,8,2021,1,18,1976
54301,新潟県,瓢湖（ヒョウコ）,,2026,1,8,16,0,0.0,8,5.0,4,2.0,41.0,4.0,,,42.0,8,2024,7,25,8.5,8,2024,1,8,2014
54311,新潟県,赤谷（アカダニ）,,2026,1,8,16,0,0.5,8,5.5,4,2.0,32.0,4.0,,,78.0,8,2005,8,8,19.0,8,1977,1,7,1976
54341,新潟県,巻（マキ）,,2026,1,8,16,0,0.0,8,9.5,4,0.0,35.0,4.0,,,65.0,8,2014,7,9,15.0,8,1980,1,17,1976
54387,新潟県,寺泊（テラドマリ）,,2026,1,8,16,0,0.0,8,4.0,4,2.0,1.0,4.0,,,61.0,8,2022,8,14,12.0,8,2008,1,8,2001
54396,新潟県,三条（サンジョウ）,,2026,1,8,16,0,0.0,8,5.5,4,2.0,25.0,4.0,,,72.0,8,2005,8,10,13.0,8,2021,1,5,1976
54406,新潟県,村松（ムラマツ）,,2026,1,8,16,0,0.0,8,5.0,4,2.0,52.0,4.0,,,68.5,8,2012,8,22,12.0,8,1995,1,18,1976
54421,新潟県,津川（ツガワ）,,2026,1,8,16,0,0.0,8,7.0,4,3.0,9.0,4.0,,,68.5,8,2011,7,28,10.5,8,2010,1,13,1976
54462,新潟県,宮寄上（ミヤヨリカミ）,,2026,1,8,16,0,0.0,8,6.0,4,3.0,25.0,4.0,,,93.5,8,2011,7,29,18.0,8,2005,1,11,1983
54472,新潟県,室谷（ムロヤ）,,2026,1,8,16,0,0.5,8,5.0,4,3.0,46.0,4.0,,,77.0,8,2013,7,27,11.5,8,2010,1,21,1993
54501,新潟県,長岡（ナガオカ）,,2026,1,8,16,0,0.0,8,7.0,4,4.0,52.0,4.0,,,69.0,8,2024,8,25,13.5,8,2013,1,2,1976
54506,新潟県,栃尾（トチオ）,,2026,1,8,16,0,0.0,8,6.5,4,5.0,28.0,4.0,,,73.5,8,2019,8,19,11.5,8,2020,1,29,1976
54541,新潟県,柏崎（カシワザキ）,,2026,1,8,16,0,0.0,8,7.0,4,5.0,2.0,4.0,,,52.0,8,2007,8,22,13.0,8,2000,1,19,1976
54566,新潟県,守門（スモン）,,2026,1,8,16,0,0.5,8,6.0,4,9.0,34.0,4.0,,,82.0,8,2005,8,20,13.0,8,1991,1,9,1976
54586,新潟県,大潟（オオガタ）,,2026,1,8,16,0,0.0,8,6.0,4,5.0,12.0,4.0,,,54.5,8,2024,9,19,16.0,8,2021,1,3,1978
54606,新潟県,小国（オグニ）,,2026,1,8,16,0,0.5,8,5.5,4,6.0,15.0,4.0,,,74.0,8,1984,8,30,16.0,8,1984,1,26,1977
54616,新潟県,小出（コイデ）,,2026,1,8,16,0,1.5,8,4.0,4,8.0,57.0,4.0,,,60.5,8,2013,6,8,19.0,8,1983,1,10,1976
54621,新潟県,大湯（オオユ）,,2026,1,8,16,0,1.5,8,4.5,4,13.0,13.0,4.0,,,75.5,8,2022,7,26,15.0,8,1983,1,12,1981
54651,新潟県,高田（タカダ）,47612.0,2026,1,8,16,0,0.0,8,8.0,4,6.0,45.0,4.0,,,91.0,8,2006,10,29,15.5,8,1980,1,10,1922
54661,新潟県,安塚（ヤスヅカ）,,2026,1,8,16,0,0.0,8,7.0,4,8.0,49.0,4.0,,,85.0,8,2022,8,4,24.0,4,2006,1,5,1976
54666,新潟県,川谷（カワダニ）,,2026,1,8,16,0,0.0,8,6.5,4,7.0,38.0,4.0,,,58.0,8,2011,7,30,17.0,8,2012,1,27,1985
54671,新潟県,松代（マツダイ）,,2026,1,8,16,0,0.5,8,4.5,4,7.0,57.0,4.0,,,59.0,8,2013,8,1,17.0,8,1981,1,12,1977
54676,新潟県,十日町（トオカマチ）,,2026,1,8,16,0,1.5,8,4.5,4,8.0,6.0,4.0,,,121.0,8,2011,7,29,17.0,8,1981,1,11,1976
54711,新潟県,糸魚川（イトイガワ）,,2026,1,8,16,0,0.0,8,9.5,4,6.0,56.0,4.0,,,70.0,8,1976,8,14,22.0,8,1978,1,15,1976
54721,新潟県,能生（ノウ）,,2026,1,8,16,0,0.0,8,12.5,4,6.0,33.0,4.0,,,67.0,8,2012,10,11,18.5,8,2017,1,3,1976
54737,新潟県,筒方（ドウガタ）,,2026,1,8,16,0,1.0,8,7.0,4,8.0,58.0,4.0,,,66.0,8,2022,8,4,16.5,8,2021,1,10,1985
54761,新潟県,塩沢（シオザワ）,,2026,1,8,16,0,1.5,8,3.5,4,11.0,58.0,4.0,,,89.5,8,2011,7,30,13.0,8,2011,1,31,1983
54816,新潟県,関山（セキヤマ）,,2026,1,8,16,0,2.5,8,4.5,4,9.0,28.0,4.0,,,46.5,8,2008,7,8,13.0,8,1984,1,18,1976
54836,新潟県,津南（ツナン）,,2026,1,8,16,0,1.5,8,3.5,4,11.0,54.0,4.0,,,62.0,8,2005,9,10,10.0,8,2002,1,21,1976
54841,新潟県,湯沢（ユザワ）,,2026,1,8,16,0,3.5,8,5.0,4,14.0,9.0,4.0,,,62.0,8,1988,8,26,10.0,8,2007,1,7,1976
54876,新潟県,平岩（ヒライワ）,,2026,1,8,16,0,1.0,8,5.5,4,11.0,22.0,4.0,,,51.0,4,1995,7,11,16.0,8,1981,1,21,1978
54892,新潟県,樽本（タルモト）,,2026,1,8,16,0,2.5,8,3.5,4,9.0,32.0,4.0,,,62.0,8,1986,8,27,9.0,8,2012,1,28,1985
55022,富山県,朝日（アサヒ）,,2026,1,8,16,0,0.0,8,8.5,4,8.0,33.0,4.0,,,57.0,8,1976,8,14,12.5,8,2017,1,30,1976
55041,富山県,氷見（ヒミ）,,2026,1,8,16,0,0.0,8,9.0,4,0.0,10.0,4.0,,,68.5,8,2008,7,28,15.0,8,2001,1,15,1978
55056,富山県,魚津（ウオヅ）,,2026,1,8,16,0,0.0,8,7.0,4,8.0,54.0,4.0,,,83.0,8,2014,7,19,12.0,8,2002,1,21,1976
55063,富山県,宇奈月（ウナヅキ）,,2026,1,8,16,0,0.0,8,5.5,4,10.0,14.0,4.0,,,74.0,8,2024,8,25,17.0,8,2020,1,8,1984
55091,富山県,伏木（フシキ）,47606.0,2026,1,8,16,0,0.0,8,5.5,4,0.0,23.0,4.0,,,74.5,8,2001,6,29,14.5,8,2016,1,24,1924
55102,富山県,富山（トヤマ）,47607.0,2026,1,8,16,0,0.0,8,4.0,4,0.0,50.0,4.0,,,75.0,8,1970,8,23,12.0,8,2002,1,21,1939
55141,富山県,砺波（トナミ）,,2026,1,8,16,0,0.5,8,4.0,4,9.0,8.0,4.0,,,67.0,8,1982,8,17,11.0,8,2002,1,21,1976
55151,富山県,秋ヶ島（アキガシマ）,,2026,1,8,16,0,0.0,8,3.5,4,5.0,53.0,4.0,,,65.5,8,2023,8,26,9.0,8,2003,1,14,2003
55156,富山県,大山（オオヤマ）,,2026,1,8,16,0,0.0,8,3.5,4,5.0,55.0,4.0,,,90.0,8,2023,9,5,11.0,8,2009,1,31,1984
55166,富山県,上市（カミイチ）,,2026,1,8,16,0,0.0,8,4.5,4,10.0,12.0,4.0,,,146.5,8,2024,8,25,13.0,8,1997,1,2,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2026,1,8,16,0,0.0,8,4.5,4,6.0,9.0,4.0,,,62.0,8,2008,7,8,11.0,8,2019,1,23,1976
55206,富山県,八尾（ヤツオ）,,2026,1,8,16,0,1.0,8,4.0,4,9.0,22.0,4.0,,,70.0,8,1979,10,1,10.0,8,2003,1,14,1976
55217,富山県,立山芦峅（タテヤマアシクラ）,,2026,1,8,16,0,0.5,8,4.5,4,6.0,17.0,4.0,,,60.5,8,2016,7,27,10.0,8,2011,1,6,2010
55252,富山県,五箇山（ゴカヤマ）,,2026,1,8,16,0,1.0,8,5.0,4,10.0,23.0,4.0,,,75.0,8,2008,7,28,10.5,8,2009,1,31,2004
55267,富山県,猪谷（イノタニ）,,2026,1,8,16,0,2.0,8,4.5,4,9.0,29.0,4.0,,,52.5,8,2008,7,27,10.0,8,2002,1,21,1996
56036,石川県,珠洲（スズ）,,2026,1,8,16,0,0.0,8,3.5,4,7.0,21.0,4.0,,,84.5,8,2024,9,21,11.0,8,2018,1,12,1976
56052,石川県,輪島（ワジマ）,47600.0,2026,1,8,16,0,0.0,8,1.5,4,6.0,39.0,4.0,,,121.0,8,2024,9,21,17.0,8,2005,1,4,1929
56081,石川県,門前（モンゼン）,,2026,1,8,16,0,0.0,8,1.5,4,7.0,21.0,4.0,,,101.0,8,2006,8,13,14.0,8,1990,1,6,1976
56093,石川県,三井（ミイ）,,2026,1,8,16,0,0.0,8,3.0,4,8.0,18.0,4.0,,,73.5,8,2025,9,29,9.0,8,2016,1,2,2003
56116,石川県,志賀（シカ）,,2026,1,8,16,0,0.0,8,1.5,4,8.0,4.0,4.0,,,64.5,8,2025,9,10,11.0,8,2005,1,19,1976
56146,石川県,七尾（ナナオ）,,2026,1,8,16,0,0.5,8,1.5,4,3.0,52.0,4.0,,,76.0,8,2024,8,25,14.0,8,2002,1,4,1976
56176,石川県,羽咋（ハクイ）,,2026,1,8,16,0,0.0,8,1.0,4,8.0,55.0,4.0,,,70.5,8,2014,8,8,14.5,8,2019,1,21,1976
56186,石川県,かほく（カホク）,,2026,1,8,16,0,0.0,8,2.0,4,0.0,4.0,4.0,,,85.5,8,2023,7,12,12.5,8,2021,1,18,1976
56192,石川県,宝達志水（ホウダツシミズ）,,2026,1,8,16,0,0.0,8,2.0,4,0.0,1.0,4.0,,,66.0,8,2005,8,11,19.0,8,2020,1,13,2003
56227,石川県,金沢（カナザワ）,47605.0,2026,1,8,16,0,0.0,8,4.0,4,0.0,6.0,4.0,,,77.3,8,1950,9,18,17.0,8,1940,1,5,1937
56232,石川県,医王山（イオウゼン）,,2026,1,8,16,0,1.5,8,4.5,4,9.0,56.0,4.0,,,76.0,8,2008,7,8,10.0,8,2015,1,6,2003
56276,石川県,小松（コマツ）,,2026,1,8,16,0,0.5,8,3.0,4,5.0,32.0,4.0,,,65.0,8,2012,10,11,13.5,8,2009,1,10,1978
56286,石川県,白山河内（ハクサンカワチ）,,2026,1,8,16,0,0.5,8,5.5,4,6.0,47.0,4.0,,,108.0,8,2022,8,4,12.0,8,1995,1,9,1976
56301,石川県,加賀中津原（カガナカツハラ）,,2026,1,8,16,0,0.0,8,6.0,4,0.0,34.0,4.0,,,70.5,8,2025,8,27,13.0,8,1994,1,17,1976
56346,石川県,白山白峰（ハクサンシラミネ）,,2026,1,8,16,0,0.5,8,3.5,4,6.0,45.0,4.0,,,91.0,8,2022,8,4,14.0,8,2002,1,21,1977
56401,石川県,舳倉島（ヘグラジマ）,,2026,1,8,16,0,0.0,8,1.0,4,5.0,44.0,4.0,,,77.0,8,2018,8,31,10.5,8,2020,1,15,2014
57001,福井県,三国（ミクニ）,,2026,1,8,16,0,0.0,8,1.5,4,0.0,31.0,4.0,,,66.0,8,2023,7,13,14.0,8,2002,1,11,1976
57026,福井県,春江（ハルエ）,,2026,1,8,16,0,0.5,8,3.0,4,3.0,28.0,4.0,,,53.0,8,2004,7,18,10.5,8,2025,1,13,2003
57051,福井県,越廼（コシノ）,,2026,1,8,16,0,0.0,8,2.5,4,2.0,9.0,4.0,,,69.0,8,2023,7,13,14.0,8,2003,1,23,1978
57066,福井県,福井（フクイ）,47616.0,2026,1,8,16,0,0.0,8,8.0,4,1.0,20.0,4.0,,,75.0,8,2004,7,18,13.5,8,2004,1,23,1940
57071,福井県,美山（ミヤマ）,,2026,1,8,16,0,0.5,8,7.5,4,2.0,52.0,4.0,,,96.0,8,2004,7,18,14.0,8,1989,1,19,1976
57082,福井県,勝山（カツヤマ）,,2026,1,8,16,0,0.0,8,6.5,4,2.0,7.0,4.0,,,58.5,8,2008,8,28,9.0,8,2002,1,21,1993
57106,福井県,武生（タケフ）,,2026,1,8,16,0,0.0,8,5.0,4,3.0,33.0,4.0,,,79.5,8,2023,9,18,12.5,8,2009,1,9,2005
57121,福井県,大野（オオノ）,,2026,1,8,16,0,0.0,8,6.5,4,3.0,26.0,4.0,,,64.5,8,2008,8,28,12.0,8,2002,1,21,1976
57176,福井県,九頭竜（クズリュウ）,,2026,1,8,16,0,0.0,8,4.0,4,5.0,3.0,4.0,,,94.0,8,2004,8,9,16.0,8,2000,1,7,1982
57206,福井県,今庄（イマジョウ）,,2026,1,8,16,0,0.5,8,7.5,4,4.0,43.0,4.0,,,74.0,8,2022,8,5,15.0,8,2016,1,18,1976
57248,福井県,敦賀（ツルガ）,47631.0,2026,1,8,16,0,0.0,8,8.0,4,5.0,0.0,4.0,,,58.5,8,2014,6,12,22.0,8,1974,1,21,1937
57286,福井県,美浜（ミハマ）,,2026,1,8,16,0,0.0,8,4.0,4,8.0,20.0,4.0,,,95.0,8,1999,8,14,15.0,8,1992,1,10,1976
57311,福井県,大飯（オオイ）,,2026,1,8,16,0,0.5,8,4.0,4,11.0,7.0,4.0,,,61.0,8,2005,8,13,14.0,8,2005,1,1,1995
57317,福井県,小浜（オバマ）,,2026,1,8,16,0,0.0,8,3.0,4,10.0,4.0,4.0,,,65.5,8,2018,8,24,18.0,8,2024,1,4,1976
60026,滋賀県,柳ケ瀬（ヤナガセ）,,2026,1,8,16,0,0.5,8,7.5,4,6.0,12.0,4.0,,,57.0,8,1990,7,24,14.0,8,2015,1,10,1976
60051,滋賀県,今津（イマヅ）,,2026,1,8,16,0,0.5,8,2.0,4,11.0,5.0,4.0,,,81.0,8,1999,9,15,10.5,8,2009,1,31,1976
60061,滋賀県,長浜（ナガハマ）,,2026,1,8,16,0,0.5,8,3.0,4,7.0,30.0,4.0,,,50.5,8,2008,7,18,12.0,8,2002,1,21,1976
60081,滋賀県,朽木平良（クツキヘラ）,,2026,1,8,16,0,1.5,8,2.0,4,13.0,24.0,4.0,,,79.5,8,2018,9,4,12.0,8,2009,1,31,2006
60102,滋賀県,米原（マイバラ）,,2026,1,8,16,0,0.0,8,1.5,4,7.0,43.0,4.0,,,64.0,8,2002,7,9,13.0,8,2002,1,21,2001
60116,滋賀県,南小松（ミナミコマツ）,,2026,1,8,16,0,1.0,8,1.5,4,15.0,54.0,4.0,,,68.5,8,2012,8,18,11.0,8,2009,1,31,1976
60131,滋賀県,彦根（ヒコネ）,47761.0,2026,1,8,16,0,0.5,8,1.0,4,12.0,24.0,4.0,,,63.5,8,2001,7,17,15.0,8,1996,1,15,1894
60161,滋賀県,近江八幡（オウミハチマン）,,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,65.0,8,2012,8,18,11.0,8,1996,1,15,1976
60196,滋賀県,東近江（ヒガシオウミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.0,8,1984,7,21,10.5,8,2015,1,15,1976
60216,滋賀県,大津（オオツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.0,8,2004,7,10,12.0,8,2009,1,30,1977
